Level,Action,Vendor Tracking #,Rebate Name,Rebate Number,Rebate Type,Header - Branch,Header - Performance,Header - Currency,Header - Vendor Name,Header - Billing Vendor Name,Header-Customer,Header - Manufacturer Number,Header - Start Date,Header - End Date,Header - Program Name,Header - Order Start Date,Header - Order End Date,Header - Broker Name,Header - Category Manager,Header - Comments,Product - Type,Product - Number,Product - Description,Product - Percent,Product - Per CS,Product - Per Pound,Product - Per Lbs,Product - Net Cost,Product - Invoice Price,Lumpsum - Fee Type,Lumpsum - Amount,Lumpsum - Branch,Lumpsum - Lumpsum Date,Lumpsum - Lumpsum Start Date,Lumpsum - Lumpsum End Date,Lumpsum - Pay Date,Lumpsum - Cancel,Lumpsum - Lumpsum Item Number,Lumpsum - Lumpsum Item Description,Lumpsum - Quantity,Lumpsum - Lumpsum Billing Frequency,Lumpsum - Warehouse Split,Lumpsum - Recurring Flag,Calendar name,Billing Frequency,Auto Schedule Payments,Lumpsum Payment Method,AR Vendor Name,Finance Contact,Qualifier - Type,Qualifier - Value,Qualifier - Exclude,Deal Date - Type,Deal - Start Date,Deal - End Date,Allowance - Item Allowance
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,24.75,026,2/16/2026,,,2/16/2026,,2729861,"LID, STEAM PAN FOIL FULL SIZE (2729861)",33,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,1,026,2/16/2026,,,2/16/2026,,2944251,"NAPKIN, 15X17 RED 2PLY (2944251)",1,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,25,026,2/16/2026,,,2/16/2026,,2944231,"NAPKIN, 15X17"" 2PLY 1/8 FOLD BLK (2944231)",50,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,5,026,2/16/2026,,,2/16/2026,,2944231,"NAPKIN, 15X17"" 2PLY 1/8 FOLD BLK (2944231)",5,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,13,026,2/16/2026,,,2/16/2026,,2944091,"NAPKIN, BEV 10X10 2PLY RED (2944091)",26,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,6,026,2/16/2026,,,2/16/2026,,2944091,"NAPKIN, BEV 10X10 2PLY RED (2944091)",6,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,300.5,026,2/16/2026,,,2/16/2026,,2944191,"NAPKIN, BEV10X10 BLK 2PLY (2944191)",601,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,53,026,2/16/2026,,,2/16/2026,,2944191,"NAPKIN, BEV10X10 BLK 2PLY (2944191)",53,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,38.8,026,2/16/2026,,,2/16/2026,,0030170,"OIL, FRY HIGH OLEIC CANOLA BLND (0030170)",388,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,17.5,026,2/16/2026,,,2/16/2026,,0030170,"OIL, FRY HIGH OLEIC CANOLA BLND (0030170)",35,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,65.7,026,2/16/2026,,,2/16/2026,,4293841,"OIL, LIQ BTR ALT SEASONED ZTF (4293841)",657,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,10,026,2/16/2026,,,2/16/2026,,4293841,"OIL, LIQ BTR ALT SEASONED ZTF (4293841)",20,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,40.3,026,2/16/2026,,,2/16/2026,,4293851,"OIL, LIQ BTR ALT UNSLTD ZTF (4293851)",403,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,3.5,026,2/16/2026,,,2/16/2026,,4293851,"OIL, LIQ BTR ALT UNSLTD ZTF (4293851)",7,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,25.3,026,2/16/2026,,,2/16/2026,,4615671,"OIL, OLV XVRGN BIB IMP (4615671)",253,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,8.5,026,2/16/2026,,,2/16/2026,,4615671,"OIL, OLV XVRGN BIB IMP (4615671)",17,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00193706,00193706,,,1/28/2026,2/28/2026,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,60,026,2/16/2026,,,2/16/2026,,1924061,"ONION, YLW DICED 1/4"" (1924061)",600,,,,Calendar Year,Daily,Y,AR Invoice,72561,chris_casson@shamrockfoods.com;becca_magaw@shamrockfoods.com,,,,,,,
,,Markon Holiday Promotion (11/9/25-12/13/25) New Business,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00193706,00193706,,,1/28/2026,2/28/2026,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,33,026,2/16/2026,,,2/16/2026,,1924061,"ONION, YLW DICED 1/4"" (1924061)",66,,,,Calendar Year,Daily,Y,AR Invoice,72561,chris_casson@shamrockfoods.com;becca_magaw@shamrockfoods.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,27.75,026,2/16/2026,,,2/16/2026,,2729751,"PAN, FOIL FULL SIZE 20.81X13X3.5 (2729751)",111,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,72.5,026,2/16/2026,,,2/16/2026,,2729751,"PAN, FOIL FULL SIZE 20.81X13X3.5 (2729751)",58,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,48.5,026,2/16/2026,,,2/16/2026,,2729741,"PAN, STEAM TABLE ALUM FOIL HALF SIZE REC (2729741)",194,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,43,026,2/16/2026,,,2/16/2026,,2729741,"PAN, STEAM TABLE ALUM FOIL HALF SIZE REC (2729741)",43,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,1,026,2/16/2026,,,2/16/2026,,2944401,"PLACEMAT, PAPR MAROON 10X14 SCALLOPED (2944401)",1,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00193025,00193025,,,1/28/2026,2/28/2026,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,667.75,026,2/16/2026,,,2/16/2026,,4670701,"POTATO, RUSSET WHL 70CT CRTN REFRIG FRSH (4670701)",2671,,,,Calendar Year,Daily,Y,AR Invoice,72561,chris_casson@shamrockfoods.com;becca_magaw@shamrockfoods.com,,,,,,,
,,Markon Holiday Promotion (11/9/25-12/13/25) New Business,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00193025,00193025,,,1/28/2026,2/28/2026,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,30.5,026,2/16/2026,,,2/16/2026,,4670701,"POTATO, RUSSET WHL 70CT CRTN REFRIG FRSH (4670701)",61,,,,Calendar Year,Daily,Y,AR Invoice,72561,chris_casson@shamrockfoods.com;becca_magaw@shamrockfoods.com,,,,,,,
,,PIER 22 Holiday Promotion (11/9/25-12/13/25) Existing Business,PIER 22 Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00501125,00501125,,,1/28/2026,2/28/2026,PIER 22 Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,111.13,026,2/16/2026,,,2/16/2026,,0006326,"SALMON, FLT 3LB SLI SMKD FZN (0006326)",328,,,,Calendar Year,Daily,Y,AR Invoice,21927,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00501125,00501125,,,1/28/2026,2/28/2026,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,21.38,026,2/16/2026,,,2/16/2026,,0006326,"SALMON, FLT 3LB SLI SMKD FZN (0006326)",26,,,,Calendar Year,Daily,Y,AR Invoice,21927,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,PIER 22 Holiday Promotion (11/9/25-12/13/25) Existing Business,PIER 22 Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00501120,00501120,,,1/28/2026,2/28/2026,PIER 22 Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,72.16,026,2/16/2026,,,2/16/2026,,0042680,"SALMON, FLT ATL PBO SK ON SCOTLAND (0042680)",79,,,,Calendar Year,Daily,Y,AR Invoice,21927,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00501120,00501120,,,1/28/2026,2/28/2026,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,35.34,026,2/16/2026,,,2/16/2026,,0042680,"SALMON, FLT ATL PBO SK ON SCOTLAND (0042680)",15,,,,Calendar Year,Daily,Y,AR Invoice,21927,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,PIER 22 Holiday Promotion (11/9/25-12/13/25) Existing Business,PIER 22 Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00501120,00501120,,,1/28/2026,2/28/2026,PIER 22 Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,10.4,026,2/16/2026,,,2/16/2026,,4507731,"SCALLOP, SEA U-10 DRY REFRIG RAW (4507731)",13,,,,Calendar Year,Daily,Y,AR Invoice,21927,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00501120,00501120,,,1/28/2026,2/28/2026,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,18,026,2/16/2026,,,2/16/2026,,4507731,"SCALLOP, SEA U-10 DRY REFRIG RAW (4507731)",9,,,,Calendar Year,Daily,Y,AR Invoice,21927,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,PIER 22 Holiday Promotion (11/9/25-12/13/25) Existing Business,PIER 22 Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00501120,00501120,,,1/28/2026,2/28/2026,PIER 22 Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,6.71,026,2/16/2026,,,2/16/2026,,4969981,"SEA BASS, FLT CHILEAN SK ON SCLD PF (4969981)",7,,,,Calendar Year,Daily,Y,AR Invoice,21927,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00501120,00501120,,,1/28/2026,2/28/2026,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,9.08,026,2/16/2026,,,2/16/2026,,4969981,"SEA BASS, FLT CHILEAN SK ON SCLD PF (4969981)",4,,,,Calendar Year,Daily,Y,AR Invoice,21927,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) Existing Business,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110972,00110972,,,1/28/2026,2/28/2026,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,41.31,026,2/16/2026,,,2/16/2026,,0028035,"SOUR CREAM, CREMA MEXICANA 32 LB (0028035)",166,,,,Calendar Year,Daily,Y,AR Invoice,22372,rick_stepien@shamrockfoods.com;kristen_martinson@shamrockfoods.com,,,,,,,
,,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) New Business,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110972,00110972,,,1/28/2026,2/28/2026,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,13,026,2/16/2026,,,2/16/2026,,0028035,"SOUR CREAM, CREMA MEXICANA 32 LB (0028035)",13,,,,Calendar Year,Daily,Y,AR Invoice,22372,rick_stepien@shamrockfoods.com;kristen_martinson@shamrockfoods.com,,,,,,,
,,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) Existing Business,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110972,00110972,,,1/28/2026,2/28/2026,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,51.87,026,2/16/2026,,,2/16/2026,,0016699,"SOUR CREAM, CREMA MEXICANA 5LB (0016699)",208,,,,Calendar Year,Daily,Y,AR Invoice,22372,rick_stepien@shamrockfoods.com;kristen_martinson@shamrockfoods.com,,,,,,,
,,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) New Business,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110972,00110972,,,1/28/2026,2/28/2026,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,29,026,2/16/2026,,,2/16/2026,,0016699,"SOUR CREAM, CREMA MEXICANA 5LB (0016699)",29,,,,Calendar Year,Daily,Y,AR Invoice,22372,rick_stepien@shamrockfoods.com;kristen_martinson@shamrockfoods.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,7.5,026,2/16/2026,,,2/16/2026,,3512941,"SPOON, PLS SERVING 10"" CATERING BLK (3512941)",15,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,12.75,026,2/16/2026,,,2/16/2026,,3512941,"SPOON, PLS SERVING 10"" CATERING BLK (3512941)",17,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,43,026,2/16/2026,,,2/16/2026,,0039632,"TALLOW, BEEF SOLID 50LB CRTN (0039632)",430,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,32,026,2/16/2026,,,2/16/2026,,0039632,"TALLOW, BEEF SOLID 50LB CRTN (0039632)",64,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,DEL REAL Holiday Promotion (11/9/25-12/13/25) Existing Business,DEL REAL Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00194308,00194308,,,1/28/2026,2/28/2026,DEL REAL Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,6,026,2/16/2026,,,2/16/2026,,3050131,"TAMALE, BEEF 5 OZ (3050131)",4,,,,Calendar Year,Daily,Y,AP Debit Memo,,ardept@delrealfoods.com,,,,,,,
,,DEL REAL Holiday Promotion (11/9/25-12/13/25) New Business,DEL REAL Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00194308,00194308,,,1/28/2026,2/28/2026,DEL REAL Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,24,026,2/16/2026,,,2/16/2026,,3050131,"TAMALE, BEEF 5 OZ (3050131)",8,,,,Calendar Year,Daily,Y,AP Debit Memo,,ardept@delrealfoods.com,,,,,,,
,,DEL REAL Holiday Promotion (11/9/25-12/13/25) Existing Business,DEL REAL Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00194308,00194308,,,1/28/2026,2/28/2026,DEL REAL Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,3,026,2/16/2026,,,2/16/2026,,3505021,"TAMALE, CHICK GRN SCE (3505021)",2,,,,Calendar Year,Daily,Y,AP Debit Memo,,ardept@delrealfoods.com,,,,,,,
,,DEL REAL Holiday Promotion (11/9/25-12/13/25) New Business,DEL REAL Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00194308,00194308,,,1/28/2026,2/28/2026,DEL REAL Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,6,026,2/16/2026,,,2/16/2026,,3505021,"TAMALE, CHICK GRN SCE (3505021)",2,,,,Calendar Year,Daily,Y,AP Debit Memo,,ardept@delrealfoods.com,,,,,,,
